"phenotype_id","version_id","phenotype_name","type","author","owner","tags","collections","clinical_terminologies","data_sources","versions"
"PH250","500","Primary Malignancy_colorectal and anus","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 500, 'version_name': 'Primary Malignancy_colorectal and anus', 'version_date': '2021-10-06T16:09:40.384920Z', 'is_published': True, 'is_latest': True}]"
"PH251","502","Primary Malignancy_Brain, Other CNS and Intracranial","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 502, 'version_name': 'Primary Malignancy_Brain, Other CNS and Intracranial', 'version_date': '2021-10-06T16:09:43.965469Z', 'is_published': True, 'is_latest': True}]"
"PH252","504","Primary Malignancy_Breast","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 504, 'version_name': 'Primary Malignancy_Breast', 'version_date': '2021-10-06T16:09:46.772262Z', 'is_published': True, 'is_latest': True}]"
"PH253","506","Primary Malignancy_Cervical","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 506, 'version_name': 'Primary Malignancy_Cervical', 'version_date': '2021-10-06T16:09:48.996086Z', 'is_published': True, 'is_latest': True}]"
"PH254","508","Primary Malignancy_Kidney and Ureter","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 508, 'version_name': 'Primary Malignancy_Kidney and Ureter', 'version_date': '2021-10-06T16:09:51.141187Z', 'is_published': True, 'is_latest': True}]"
"PH255","510","Primary Malignancy_Liver","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 510, 'version_name': 'Primary Malignancy_Liver', 'version_date': '2021-10-06T16:09:53.477213Z', 'is_published': True, 'is_latest': True}]"
"PH256","512","Primary Malignancy_Lung and trachea","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 512, 'version_name': 'Primary Malignancy_Lung and trachea', 'version_date': '2021-10-06T16:09:56.021303Z', 'is_published': True, 'is_latest': True}]"
"PH257","514","Primary Malignancy_Malignant Melanoma","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 514, 'version_name': 'Primary Malignancy_Malignant Melanoma', 'version_date': '2021-10-06T16:09:59.502297Z', 'is_published': True, 'is_latest': True}]"
"PH258","516","Primary Malignancy_Mesothelioma","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 516, 'version_name': 'Primary Malignancy_Mesothelioma', 'version_date': '2021-10-06T16:10:01.574469Z', 'is_published': True, 'is_latest': True}]"
"PH259","518","Primary Malignancy_Multiple independent sites","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 518, 'version_name': 'Primary Malignancy_Multiple independent sites', 'version_date': '2021-10-06T16:10:03.568932Z', 'is_published': True, 'is_latest': True}]"
"PH260","520","Primary Malignancy_Oesophageal","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 520, 'version_name': 'Primary Malignancy_Oesophageal', 'version_date': '2021-10-06T16:10:05.701869Z', 'is_published': True, 'is_latest': True}]"
"PH261","522","Primary Malignancy_Oro-pharyngeal","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 522, 'version_name': 'Primary Malignancy_Oro-pharyngeal', 'version_date': '2021-10-06T16:10:10.450516Z', 'is_published': True, 'is_latest': True}]"
"PH262","524","Primary Malignancy_Other Organs","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 524, 'version_name': 'Primary Malignancy_Other Organs', 'version_date': '2021-10-06T16:10:18.721394Z', 'is_published': True, 'is_latest': True}]"
"PH263","526","Primary Malignancy_Ovarian","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 526, 'version_name': 'Primary Malignancy_Ovarian', 'version_date': '2021-10-06T16:10:20.820275Z', 'is_published': True, 'is_latest': True}]"
"PH264","528","Primary Malignancy_Pancreatic","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 528, 'version_name': 'Primary Malignancy_Pancreatic', 'version_date': '2021-10-06T16:10:23.005196Z', 'is_published': True, 'is_latest': True}]"
"PH265","530","Primary Malignancy_Prostate","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 530, 'version_name': 'Primary Malignancy_Prostate', 'version_date': '2021-10-06T16:10:25.226583Z', 'is_published': True, 'is_latest': True}]"
"PH266","532","Primary Malignancy_Other Skin and subcutaneous tissue","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 532, 'version_name': 'Primary Malignancy_Other Skin and subcutaneous tissue', 'version_date': '2021-10-06T16:10:28.825806Z', 'is_published': True, 'is_latest': True}]"
"PH267","534","Primary Malignancy_Stomach","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 534, 'version_name': 'Primary Malignancy_Stomach', 'version_date': '2021-10-06T16:10:31.214021Z', 'is_published': True, 'is_latest': True}]"
"PH268","536","Primary Malignancy_Testicular","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 536, 'version_name': 'Primary Malignancy_Testicular', 'version_date': '2021-10-06T16:10:33.365108Z', 'is_published': True, 'is_latest': True}]"
"PH269","538","Primary or Idiopathic Thrombocytopaenia","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 538, 'version_name': 'Primary or Idiopathic Thrombocytopaenia', 'version_date': '2021-10-06T16:10:35.600192Z', 'is_published': True, 'is_latest': True}]"
"PH270","540","Primary Malignancy_Thyroid","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 540, 'version_name': 'Primary Malignancy_Thyroid', 'version_date': '2021-10-06T16:10:37.531793Z', 'is_published': True, 'is_latest': True}]"
"PH271","542","Primary Malignancy_Uterine","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 542, 'version_name': 'Primary Malignancy_Uterine', 'version_date': '2021-10-06T16:10:39.849763Z', 'is_published': True, 'is_latest': True}]"
"PH272","544","Primary pulmonary hypertension","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 544, 'version_name': 'Primary pulmonary hypertension', 'version_date': '2021-10-06T16:10:41.771300Z', 'is_published': True, 'is_latest': True}]"
"PH273","546","Psoriasis","Disease or Syndrome","Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos C, Lumbers T, Mathur R, Sofat R, Casas JP, Wong I, Hemingway H, Hingorani A","ieuan.scanlon","[]","[{'description': 'CALIBER', 'id': 21, 'collection_brand': 'HDRUK'}, {'description': 'Phenotype Library', 'id': 18, 'collection_brand': 'HDRUK'}]","[{'name': 'Read codes v2', 'id': 5}, {'name': 'ICD10 codes', 'id': 4}, {'name': 'Med codes', 'id': 8}]","[{'id': 5, 'name': 'CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/a29feafa-7bdd-44e9-b977-c9d26425e67f', 'datasource_id': 5}, {'id': 9, 'name': 'HES Admitted Patient Care data for CPRD GOLD', 'url': 'https://web.www.healthdatagateway.org/dataset/4bcf64a6-f404-4ef4-ae6e-172512ab5f43', 'datasource_id': 9}]","[{'version_id': 546, 'version_name': 'Psoriasis', 'version_date': '2021-10-06T16:10:44.301982Z', 'is_published': True, 'is_latest': True}]"
